id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23361902,"The Tree House at Koala Beach,See Whales close by",169371407,Graham And Jean,,TWEED SHIRE COUNCIL,-28.37367,153.56125,Private room,90,1,18,2019-04-22,1.27,1,175
23375207,Château du Soleil - Byron Bay - Knockrow,166111674,Nicole,,BALLINA SHIRE COUNCIL,-28.76256,153.54478,Entire home/apt,2500,3,0,,,2,363
23378558,Modern Apartment Minutes from Heart Of Coolangatta,174268300,Jaye,,TWEED SHIRE COUNCIL,-28.17276,153.54052,Private room,100,1,0,,,1,0
23379830,Beachfront cabin in Suffolk Park,174285229,Jodie,,BYRON SHIRE COUNCIL,-28.69114,153.61236,Entire home/apt,144,2,4,2019-01-27,0.41,2,87
23379831,Hinterland Bungalow,21582652,Bintou,,BYRON SHIRE COUNCIL,-28.65046,153.50972,Private room,95,1,0,,,1,0
23380464,The Wooden Nickel Guest House,174293780,Gary & Vicki,,KYOGLE COUNCIL,-28.62018,153.00652,Entire home/apt,140,2,8,2019-04-21,0.58,1,319
23380754,Kooringal unit 20 - Right on the beachfront in a central location Coolangatta,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16859,153.54474,Entire home/apt,130,3,0,,,43,174
23380764,Kooringal unit 16 - Right in the heart of both Tweed Heads and Coolangatta,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16879,153.54458,Entire home/apt,120,3,0,,,43,140
23380768,Bay Apartments unit 10 - Easy walk to Coolangatta and Tweed Heads,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16641,153.54873,Entire home/apt,108,3,0,,,43,235
23380773,"Peurto Vallerta unit 12 - Great value, great location in Coolangatta, Southern Gold Coast",155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16749,153.54688,Entire home/apt,82,3,0,,,43,269
23380956,"Tumut Unit 1 - Great unit in a central location to beaches, clubs and shopping",155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16724,153.54802,Entire home/apt,103,3,0,,,43,142
23380968,Yacht Harbour Towers Unit 3F -  Two bedroom On the hill overlooking the Tweed Harbour,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16854,153.54741,Entire home/apt,175,3,0,,,43,261
23380974,Classique Unit 3 - Well appointed unit in a security building,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16558,153.55053,Entire home/apt,104,3,1,2019-05-11,1,43,183
23380975,Seascape Unit 1504 - Great location and water views abound,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.171,153.54684,Entire home/apt,176,3,0,,,43,108
23380977,Allamanda Court Unit 6 - Handy to Tweed Heads Hospital,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.17981,153.54679,Entire home/apt,71,3,0,,,43,316
23380995,Coral Gardens unit 2 - Water views and easy walk to Twin Towns Services Club,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16847,153.54795,Entire home/apt,84,3,0,,,43,209
23380996,Haven Unit 4 - Beach style flat with modern decor in a great position,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16792,153.54625,Entire home/apt,139,3,0,,,43,263
23380999,Ocean Tower Unit 1407 - Modern apartment with great views - TWIN TOWNS RESORT,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16962,153.54187,Entire home/apt,146,3,0,,,43,53
23381013,Kooringal unit 19 - Right on the Greenmount Beach Coolangatta Gold Coast,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.16809,153.54501,Entire home/apt,130,3,0,,,43,49
23385128,Casuarina Beach Apartment,174096918,Amanda,,TWEED SHIRE COUNCIL,-28.30331,153.57079,Entire home/apt,199,2,17,2019-04-22,1.15,1,0
23398735,Cabarita Beach Headland House,151478035,Graham,,TWEED SHIRE COUNCIL,-28.3358,153.57296,Entire home/apt,219,3,10,2019-04-26,0.72,1,336
23402018,Villa Surya,29138116,Sarvajna,,TWEED SHIRE COUNCIL,-28.52137,153.20979,Private room,65,1,5,2018-12-23,0.34,1,0
23402913,LUXICO | Abachi - Byron central 6 bedroom home,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64939,153.61577,Entire home/apt,981,3,3,2019-04-22,0.31,33,283
23402917,LUXICO | Kiah Bliss - ocean views & pool,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64022,153.60672,Entire home/apt,542,3,7,2019-04-18,0.65,33,182
23402919,LUXICO | Stonecutters 2 - Byron Bay central,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64658,153.61693,Entire home/apt,1083,3,6,2019-03-10,0.48,33,288
23402922,LUXICO | Serene - a spacious luxury retreat,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.60989,153.51941,Entire home/apt,877,3,13,2019-05-20,1.02,33,257
23403956,"Lovely, welcoming Mullumbimby cottage",56379045,Helena,,BYRON SHIRE COUNCIL,-28.55594,153.50807,Entire home/apt,150,7,2,2018-12-05,0.14,1,0
23418953,Luxury Boho Double Room,73544718,Oceans,,TWEED SHIRE COUNCIL,-28.31651,153.57074,Private room,199,1,4,2018-10-20,0.29,5,133
23421448,A SWEET ESCAPE - Alcorn House,14062958,Byron Beach Realty,,BYRON SHIRE COUNCIL,-28.69182,153.61128,Entire home/apt,336,3,12,2019-04-15,0.86,22,308
23423686,LUXICO | Wandarra - tranquil & contemporary,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.59834,153.49962,Entire home/apt,700,3,6,2019-02-24,0.47,33,329
23423690,LUXICO | Narringa Ridgeview - resort style home,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.65985,153.5853,Entire home/apt,1340,3,5,2018-12-02,0.37,33,166
23425005,Moon River Guest Room,174709471,Robert,,KYOGLE COUNCIL,-28.90675,152.7236,Private room,85,1,3,2018-09-30,0.23,1,179
23435437,Blue House Byron Bay,73877736,Amanda,,BYRON SHIRE COUNCIL,-28.64786,153.6191,Entire home/apt,840,2,1,2018-03-03,0.07,1,302
23437124,"Coastal Retreat, Angels Beach.",16754937,John And Libby,,BALLINA SHIRE COUNCIL,-28.85139,153.59941,Entire home/apt,140,2,31,2019-05-04,2.31,2,61
23439500,Boathaven,17571522,Laraine,,CLARENCE VALLEY COUNCIL,-29.40213,153.34709,Entire home/apt,87,2,38,2019-05-27,3.01,1,321
23440233,Banora Beauty,90903973,Dannielle,,TWEED SHIRE COUNCIL,-28.23312,153.53426,Private room,55,4,0,,,1,0
23453757,Lovely waterfront Unit,161389261,Jeannie,,TWEED SHIRE COUNCIL,-28.17889,153.52833,Entire home/apt,250,3,0,,,1,0
23456263,Ocean Shores Retreat,175006512,Rene And Vicki,,BYRON SHIRE COUNCIL,-28.51475,153.54625,Entire home/apt,250,2,17,2019-05-10,1.27,1,179
23458262,Byron Villa Luxe,25445998,Simone,,BYRON SHIRE COUNCIL,-28.6527,153.61425,Entire home/apt,349,2,33,2019-05-16,2.20,3,136
23458665,Byron Villa Luxe Queen Room,25445998,Simone,,BYRON SHIRE COUNCIL,-28.65086,153.61266,Private room,140,2,6,2018-10-14,0.40,3,0
23467928,Exquisite Apartment with Lap Pool near Byron Bay Main Beach,175139281,Scott,,BYRON SHIRE COUNCIL,-28.65037,153.61403,Entire home/apt,295,2,23,2019-05-15,1.57,1,284
23468040,Cute retro style house in Mullumbimby,5992299,Shelagh,,BYRON SHIRE COUNCIL,-28.5503,153.5035,Private room,51,1,4,2019-04-21,0.28,1,85
23468958,Haven at Hastings,17691402,Rosemary,,TWEED SHIRE COUNCIL,-28.357,153.57254,Entire home/apt,140,3,21,2019-04-19,1.44,1,204
23469749,Single room in quiet leafy street - Females only.,175163831,Linda,,LISMORE CITY COUNCIL,-28.81406,153.3361,Private room,32,1,39,2019-05-18,2.59,2,81
23470726,Bohemian Bungalow just Minutes from the Beach,15461600,Pru,,BALLINA SHIRE COUNCIL,-28.77792,153.57555,Entire home/apt,150,2,0,,,1,0
23471325,Dwell Byron Bay,1371816,Anna,,BYRON SHIRE COUNCIL,-28.65005,153.6156,Entire home/apt,150,3,19,2019-05-13,1.26,1,92
23474058,“Azile” 1875 Victorian red brick Duplex,8072077,Deborah,,CLARENCE VALLEY COUNCIL,-29.69237,152.9377,Entire home/apt,126,1,21,2019-05-08,1.45,4,62
23481915,A PERFECT STAY - Amileka,1649158,A Perfect Stay,,BYRON SHIRE COUNCIL,-28.66698,153.45047,Entire home/apt,1837,3,0,,,114,184
23485551,Byron Villa Luxe twin bedroom,25445998,Simone,,BYRON SHIRE COUNCIL,-28.65236,153.61237,Private room,150,2,2,2018-10-13,0.25,3,0
23486144,Peaceful rural outlook,165560524,Paula And Craig,,CLARENCE VALLEY COUNCIL,-29.68507,152.99242,Entire home/apt,105,2,37,2019-05-11,3.19,1,77
23486660,Riverlea,14702756,Jan,,TWEED SHIRE COUNCIL,-28.35115,153.38773,Entire home/apt,74,1,30,2019-05-27,2.10,1,126
23488330,Chesson Lodge- Beautiful Views & Pool in Uki NSW,112582105,Gary,,TWEED SHIRE COUNCIL,-28.415,153.33543,Entire home/apt,300,2,11,2019-04-14,0.85,1,322
23489838,LUXICO | 42Byron - Byron central contemporary home,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64682,153.62253,Entire home/apt,825,3,5,2018-11-19,0.38,33,311
23490687,The House on the Hill,150084048,Ebony,,BYRON SHIRE COUNCIL,-28.67573,153.60145,Entire home/apt,500,2,3,2018-09-25,0.21,1,0
23492472,Charming little beach place,56800916,Steve,,TWEED SHIRE COUNCIL,-28.16576,153.5512,Private room,69,1,68,2019-05-06,4.55,1,162
23501393,"Slice of Paradise, Cabarita Beach",175496769,Elisha,,TWEED SHIRE COUNCIL,-28.33126,153.564,Entire home/apt,400,2,7,2019-04-28,0.89,1,55
23504204,★★★★★ New lakeview room. Own bathroom & entrance.,7134047,Rob,,BYRON SHIRE COUNCIL,-28.68133,153.60656,Private room,75,2,80,2019-04-30,5.30,2,5
23505136,Luxe Hideaway. Location. Peaceful & Private.,159816063,Fiona,,BYRON SHIRE COUNCIL,-28.63074,153.58279,Entire home/apt,325,4,5,2019-04-25,0.38,2,340
23506654,The Pad - in the heart of town,12465074,Jade,,CLARENCE VALLEY COUNCIL,-29.43666,153.36056,Entire home/apt,150,2,0,,,2,357
23508523,Phoenix Terrace - large townhouse in Yamba,162596032,First National,,CLARENCE VALLEY COUNCIL,-29.43797,153.36319,Entire home/apt,134,1,1,2018-11-11,0.15,60,229
23523124,Our House in Mullumbimby,1796691,Dolit,,BYRON SHIRE COUNCIL,-28.55395,153.48805,Entire home/apt,95,5,9,2019-04-28,0.75,3,328
23527577,Rosebank View Byron Bay Hinterland NSW,175758130,Fiona,,LISMORE CITY COUNCIL,-28.69845,153.384,Entire home/apt,526,2,16,2019-05-05,1.24,1,275
23528084,"'Poet's Song', right in the heart of Byron",14068206,Emma,,BYRON SHIRE COUNCIL,-28.646,153.61702,Entire home/apt,250,3,18,2019-05-13,1.28,1,133
23529224,Koomerang,39083930,Kirsten,,TWEED SHIRE COUNCIL,-28.42906,153.30697,Private room,199,1,2,2018-09-22,0.22,4,161
23532964,Secluded tropical oasis 2mins beach & Byron Bay,53377734,Anne,,BYRON SHIRE COUNCIL,-28.60527,153.55384,Entire home/apt,300,4,1,2018-04-01,0.07,1,0
23551211,The Tardis,42229610,Chris,,BYRON SHIRE COUNCIL,-28.50293,153.53005,Entire home/apt,150,5,0,,,1,0
23552431,Come home to good vibes,45246744,Justeen,,BYRON SHIRE COUNCIL,-28.55637,153.50394,Entire home/apt,360,3,4,2019-04-22,0.39,2,0
23566873,42/5 hill st Coolangatta split level  river view,156394978,Bella Mare Apartments,,TWEED SHIRE COUNCIL,-28.16724,153.54597,Entire home/apt,189,3,2,2019-04-15,0.14,5,153
23567516,An artistic retreat,133322819,Kay,,TWEED SHIRE COUNCIL,-28.20554,153.51547,Entire home/apt,199,7,1,2019-01-03,0.20,1,0
23587820,Little Bahari - Freshly Renovated & Expanded,159816063,Fiona,,BYRON SHIRE COUNCIL,-28.62994,153.58396,Entire home/apt,139,3,17,2019-04-27,1.21,2,344
23596525,A PERFECT STAY - Callistemon View,1649158,A Perfect Stay,,BYRON SHIRE COUNCIL,-28.64962,153.45107,Entire home/apt,660,3,6,2019-05-19,0.46,114,303
23597341,Beachside Villa Private Room with own bathroom,10306459,Jane,,BYRON SHIRE COUNCIL,-28.6882,153.61102,Private room,59,2,60,2019-05-27,4.21,3,104
23598224,Relaxing Byron bay home 5 min from Bluesfest,12037794,Grace,,BYRON SHIRE COUNCIL,-28.6109,153.52665,Private room,140,4,0,,,2,0
23599285,Gahwang Studio on the Brunswick River,4773684,Stacey,,BYRON SHIRE COUNCIL,-28.5269,153.54697,Entire home/apt,69,3,8,2019-01-05,0.57,1,0
23601595,Room in amazing Byron house 5min to Bluesfest!,12037794,Grace,,BYRON SHIRE COUNCIL,-28.61123,153.52769,Private room,90,3,1,2018-04-02,0.07,2,0
23610320,Ballina Quays Home,174267538,Katie,,BALLINA SHIRE COUNCIL,-28.86629,153.53246,Entire home/apt,199,5,0,,,1,0
23614508,2 bedrooms  available in a 3 bedroom house,176446345,Richard,,TWEED SHIRE COUNCIL,-28.20536,153.51691,Private room,205,2,1,2019-04-20,0.75,1,362
23614926,Beach-side Honeymoon Suite,2787114,Bernie,,BYRON SHIRE COUNCIL,-28.51523,153.55213,Private room,250,7,2,2018-07-23,0.14,1,84
23615839,"Banora Beauty, Tweed Heads South",5765717,Wendy,,TWEED SHIRE COUNCIL,-28.21239,153.51981,Entire home/apt,170,3,2,2019-01-06,0.40,1,336
23617191,Studio apartment at the beach,151033238,Annemarie,,TWEED SHIRE COUNCIL,-28.37923,153.56927,Entire home/apt,85,2,49,2019-05-13,4.14,1,0
23620063,Shangri-La in Cabarita Beach,8528770,Melissa,,TWEED SHIRE COUNCIL,-28.33614,153.57287,Entire home/apt,349,2,6,2018-12-28,0.51,1,121
23629767,Green Beautiful,123970893,Jack,,BYRON SHIRE COUNCIL,-28.66029,153.47529,Entire home/apt,390,3,3,2019-01-11,0.21,1,0
23631295,The Black Pearl Luxe Getaway,24127708,Terezka,,BYRON SHIRE COUNCIL,-28.65443,153.61945,Entire home/apt,550,2,2,2019-04-24,0.14,2,353
23631733,The Sands 60/20 Pacific Parade,162596032,First National,,CLARENCE VALLEY COUNCIL,-29.44397,153.36445,Entire home/apt,150,1,3,2019-03-14,0.49,60,239
23632520,Bay Vista Retreat Getaway,119329,Temple Retreats,,BYRON SHIRE COUNCIL,-28.65169,153.56553,Entire home/apt,451,3,0,,,46,77
23633094,The ELK - located in the heart of town,12465074,Jade,,CLARENCE VALLEY COUNCIL,-29.43529,153.35857,Entire home/apt,150,2,6,2019-04-25,1.29,2,349
23633402,Peaceful Downtown Villa,148337847,Keith,,BALLINA SHIRE COUNCIL,-28.7974,153.59285,Entire home/apt,290,3,0,,,1,0
23633814,Half Villa - private Balinese oasis,22256665,Peggy,,BYRON SHIRE COUNCIL,-28.64586,153.60703,Entire home/apt,300,1,7,2019-03-11,0.49,6,302
23634772,Cabarita Main Street,176887672,Lisa,,TWEED SHIRE COUNCIL,-28.33039,153.56784,Private room,52,1,9,2019-01-19,0.62,2,0
23635478,The Yellow House Mullumbimby,14108797,Felicity,,BYRON SHIRE COUNCIL,-28.55626,153.4973,Entire home/apt,599,14,0,,,2,174
23648216,Coopers Shoot Studio,177018021,Jessie,,BYRON SHIRE COUNCIL,-28.68443,153.55878,Entire home/apt,150,3,8,2019-04-22,0.57,1,0
23649652,Jets Place - Private Ensuite & Entry,18550262,Juliet,,TWEED SHIRE COUNCIL,-28.3735,153.55706,Private room,79,2,6,2019-04-22,0.58,1,84
23650248,"Fabulous Byron Beach House, walk to the beach",97713123,Sarah,,BYRON SHIRE COUNCIL,-28.65789,153.61857,Entire home/apt,1279,6,7,2019-05-09,0.55,1,116
23650365,Byron Getaway #10 Poolside Apartment,110526288,Beachside,,BYRON SHIRE COUNCIL,-28.64087,153.60541,Entire home/apt,240,4,1,2018-03-07,0.07,15,143
23650809,Tranquil Poolside Pad,3222718,Jacky,,BYRON SHIRE COUNCIL,-28.68914,153.60591,Entire home/apt,250,4,1,2018-04-03,0.07,1,0
23650965,LUXICO | Byron's Brae - stunning hinterland views,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.65382,153.4946,Entire home/apt,877,3,7,2019-05-14,0.76,33,304
23650968,LUXICO | Elua Beach House -  home w/ pool & spa,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64027,153.60764,Entire home/apt,695,3,3,2019-05-13,0.38,33,329
23651270,Large Studio Apartment close to OOL airport.,3647474,Nerida,,TWEED SHIRE COUNCIL,-28.19037,153.50609,Entire home/apt,69,1,25,2019-04-21,1.71,1,65
23651472,Byron Getaway 10b 37 Shirley St Byron,110526288,Beachside,,BYRON SHIRE COUNCIL,-28.64143,153.60795,Entire home/apt,199,4,2,2019-02-12,0.27,15,155
23651676,Byron Getaway 10a 37 Shirley St BYRON Bay,110526288,Beachside,,BYRON SHIRE COUNCIL,-28.64064,153.60859,Entire home/apt,140,2,3,2019-05-08,0.38,15,173
23651951,Butter Factory Warehouse Apartment #9,110526288,Beachside,,BYRON SHIRE COUNCIL,-28.64868,153.61213,Entire home/apt,999,4,3,2019-01-03,0.22,15,134
23667957,Santai (Chilled) Suffo,42637612,Caitlin,,BYRON SHIRE COUNCIL,-28.68895,153.60144,Private room,199,1,4,2018-05-28,0.27,1,0
23668217,Teven Valley Hideaway,66260214,Julie,,BALLINA SHIRE COUNCIL,-28.80639,153.49044,Entire home/apt,130,2,30,2019-04-21,2.30,1,86
23668901,U36 Bella Mare Beach side Coolangatta split level,175946101,Richard,,TWEED SHIRE COUNCIL,-28.16782,153.54431,Entire home/apt,230,3,5,2019-04-27,0.45,1,333
23669741,LUXICO | Costa Rica in Byron w/ pool & spa,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.6485,153.6195,Entire home/apt,1186,3,8,2019-05-05,0.64,33,226
23669874,Convenient duplex to all amenities,177239426,Ray,,TWEED SHIRE COUNCIL,-28.19095,153.50724,Entire home/apt,349,4,0,,,1,91
23670990,Karingal 5 - Airconditioned Apartment,133445462,Holiday Property Manager,,BALLINA SHIRE COUNCIL,-28.80079,153.59561,Entire home/apt,228,3,5,2018-12-03,0.50,19,300
23671135,A Piece of Paradise,157719866,Abby,,BYRON SHIRE COUNCIL,-28.681,153.60736,Private room,100,1,20,2019-04-28,1.34,1,0
23671946,Self contained garden suite close to Lennox Head,47795743,Heather,,BALLINA SHIRE COUNCIL,-28.78179,153.57647,Entire home/apt,130,1,26,2019-03-16,1.81,1,85
23675595,Resort Style New Home-3,161661174,Sue,,TWEED SHIRE COUNCIL,-28.23674,153.51664,Private room,61,1,5,2019-03-30,0.36,3,365
23675620,FarmHaus @ Horse Rescue Sanctuary Coastal Paradise,171390612,Finn,,TWEED SHIRE COUNCIL,-28.46184,153.47701,Entire home/apt,230,2,8,2019-01-01,0.57,1,351
23680923,Frangipani Garden Cabin,23885267,Brett & Leone,,BYRON SHIRE COUNCIL,-28.69029,153.60098,Private room,59,2,12,2018-11-04,0.85,1,0
23685021,Mullumbimby Guesthouse,170452909,Koko,,BYRON SHIRE COUNCIL,-28.55391,153.50128,Entire home/apt,240,2,3,2019-04-23,0.39,1,128
23685978,WHITE WAVES 4 - ABSOLUTE BEACH FRONT STUDIO HASTINGS POINT,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.3565,153.57284,Entire home/apt,139,3,0,,,43,294
23685981,WHITE WAVES 6 - OCEAN VIEWS FROM BEACHFRONT BALCONY,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.35712,153.57425,Entire home/apt,225,3,3,2019-05-06,0.26,43,258
23685982,WHITE WAVES 5 - ABSOLUTE BEACHFRONT IN HASTINGS POINT,155962205,RBR Holidays,,TWEED SHIRE COUNCIL,-28.35699,153.57478,Entire home/apt,163,3,2,2019-05-19,0.19,43,294
23686136,"Retreat studio, bush outlook, close to beach",31308582,Erin,,BYRON SHIRE COUNCIL,-28.49382,153.53947,Private room,100,2,7,2019-04-22,0.48,1,56
23686954,LUXICO | Stonecutters 1 - stroll to shops & beach,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.64645,153.61581,Entire home/apt,1083,3,8,2019-03-31,0.63,33,289
23686956,"LUXICO | Friday Sabai - w/ pool, spa & fire pit",174307905,Luxico Byron Bay,,BALLINA SHIRE COUNCIL,-28.79448,153.51635,Entire home/apt,1083,3,2,2019-03-31,0.23,33,29
23686959,LUXICO | Aquila - the most spectacular views,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.56199,153.43843,Entire home/apt,718,3,1,2019-01-05,0.21,33,339
23688779,SUN TEMPLE - Inner Balance Sanctuary,4197200,Tanya,,BYRON SHIRE COUNCIL,-28.67758,153.6052,Entire home/apt,191,2,15,2019-05-06,1.20,1,46
23689817,LUXICO | Seaview Sanctuary - award winning home,174307905,Luxico Byron Bay,,BYRON SHIRE COUNCIL,-28.65108,153.61738,Entire home/apt,1017,3,8,2019-01-21,0.61,33,336
23704433,Coastal Holiday Stay near Lennox Head,172759444,Melissa,,BALLINA SHIRE COUNCIL,-28.82814,153.59991,Entire home/apt,270,3,2,2019-04-22,0.14,2,0
23704772,Room in Byron for Bluesfest,121403555,Ellinor,,BYRON SHIRE COUNCIL,-28.68422,153.60442,Private room,100,3,0,,,1,0
23714736,KALANI TINY HOUSE in Suffolk Park - Byron Bay,167590629,Andrew,,BYRON SHIRE COUNCIL,-28.68963,153.60545,Entire home/apt,88,3,45,2019-05-25,3.07,1,57
23727991,SALTY LARK BEACH HOUSE - WALK TO BEACH AND CREEK,1354295,Diane,,TWEED SHIRE COUNCIL,-28.29499,153.56873,Entire home/apt,375,2,7,2019-05-05,0.89,21,251
23730627,Lennox Head Luxury Entertainer,1318785,Andy,,BALLINA SHIRE COUNCIL,-28.80329,153.58245,Entire home/apt,620,4,5,2019-04-25,0.39,1,215
23731386,Peaceful Pottsville,155483826,Maggie,,TWEED SHIRE COUNCIL,-28.39481,153.56114,Private room,61,1,27,2019-05-23,1.99,1,80
23731412,Balyarta Om Zen Room Byron Bay.,5581752,Balyarta,,BYRON SHIRE COUNCIL,-28.68413,153.60911,Private room,51,1,40,2019-04-29,2.72,5,365
23737966,Cabarita Tree Tops,5630367,Eva,,TWEED SHIRE COUNCIL,-28.3338,153.53844,Entire home/apt,160,2,7,2019-04-21,0.86,1,0
23751795,Pippi View 1 (Bottom) - across the road from the beach!,162596032,First National,,CLARENCE VALLEY COUNCIL,-29.44225,153.36422,Entire home/apt,139,1,2,2019-01-27,0.25,60,282
23753830,Bhadra - The Farmhouse Byron Hinterland,26649547,Greta,,BALLINA SHIRE COUNCIL,-28.73661,153.50226,Entire home/apt,749,5,1,2019-01-16,0.22,2,112
23753957,Elements of Byron - Superior 2 Bedroom VIlla,178160212,David,,BYRON SHIRE COUNCIL,-28.62567,153.58759,Private room,786,2,0,,,1,88
23754494,"5 bedroom Beachside Suffolk
Newly renovated",163613245,Georgia,,BYRON SHIRE COUNCIL,-28.69151,153.60938,Entire home/apt,674,2,12,2019-04-21,0.86,1,352
23754755,Bhadra - The Bails,26649547,Greta,,BALLINA SHIRE COUNCIL,-28.73796,153.50419,Entire home/apt,349,2,7,2019-04-27,0.72,2,329
23755925,The panoramic,80973888,Leah,,TWEED SHIRE COUNCIL,-28.19491,153.50355,Private room,55,1,48,2019-04-26,3.33,1,118
23770590,Chic and luxurious studio-sized master bedroom,75035163,Caterina,,BYRON SHIRE COUNCIL,-28.62068,153.53991,Private room,199,2,3,2018-07-23,0.23,2,179
23771710,CHARMING HOUSE NEAR BEACH IN BYRON BAY,1835632,Karin,,BYRON SHIRE COUNCIL,-28.68556,153.6115,Private room,85,1,5,2019-04-14,0.90,2,8
23771813,Yamba Daze - Sunset  -  Pet Friendly,162596032,First National,,CLARENCE VALLEY COUNCIL,-29.44083,153.36519,Entire home/apt,131,1,1,2018-08-05,0.10,60,313
23771815,Yamba Daze - Sunrise  -  Pet Friendly,162596032,First National,,CLARENCE VALLEY COUNCIL,-29.43932,153.36354,Entire home/apt,118,1,4,2018-11-28,0.48,60,258
23771923,Phyllis Street,72816914,Victoria,,LISMORE CITY COUNCIL,-28.8089,153.25941,Private room,30,2,24,2019-04-30,1.67,1,333
23774281,Retro 60s inspired apartment!,1729586,Holly,,TWEED SHIRE COUNCIL,-28.19211,153.53669,Entire home/apt,199,5,1,2018-12-26,0.19,1,84
23775612,Spacious Family home with Ocean Views,26869890,Catalina,,BALLINA SHIRE COUNCIL,-28.8011,153.51701,Entire home/apt,300,1,0,,,1,0
23790430,TALLOW BEACH HOUSES - Deluxe 2 Bedroom Houses,168989378,Tallow Beach Houses,,BYRON SHIRE COUNCIL,-28.67824,153.61549,Entire home/apt,199,3,12,2019-04-23,1.45,5,163
23790436,Entire Apartment Main Street Cabarita,176887672,Lisa,,TWEED SHIRE COUNCIL,-28.33218,153.56767,Entire home/apt,98,2,18,2019-02-16,1.23,2,10
23792150,"BLISS bungalow ~ brand NEW light, bright and airy",1359080,Nikki,,BYRON SHIRE COUNCIL,-28.6338,153.58895,Entire home/apt,116,3,51,2019-05-23,3.57,2,249
23793792,Burns at Byron Getaway,119329,Temple Retreats,,BYRON SHIRE COUNCIL,-28.64709,153.60237,Entire home/apt,349,5,0,,,46,127
23793846,Tallows Beachpad 2 Bedroom Townhouse plus Caravan,18861378,Yazmina,,BYRON SHIRE COUNCIL,-28.68872,153.61166,Entire home/apt,191,1,0,,,1,91
23795520,Byron Bay Farm Cottages... simply stunning!,46502117,Angela,,BYRON SHIRE COUNCIL,-28.67328,153.58062,Entire home/apt,245,2,2,2018-11-24,0.31,3,202
23808873,Treehouse with Ocean Views,38719934,Anna,,BYRON SHIRE COUNCIL,-28.67609,153.60908,Entire home/apt,451,3,30,2019-04-28,2.16,2,241
23812523,"Lochi's Place, short term accommodation",178729192,Sherree,,CLARENCE VALLEY COUNCIL,-29.45129,153.20074,Entire home/apt,195,3,1,2018-06-22,0.09,1,323
23828390,Beautiful big home with 18odegree views renovated,67138068,Trento,,TWEED SHIRE COUNCIL,-28.21333,153.49441,Entire home/apt,120,1,0,,,1,0
23830277,Little Green House  (Lennox Head)  1 min to beach,144697820,Mel,,BALLINA SHIRE COUNCIL,-28.78801,153.59116,Entire home/apt,349,6,1,2019-01-02,0.20,1,326
23830848,"Relaxed Suffolk Escape - family home, pet friendly",80192500,Liz,,BYRON SHIRE COUNCIL,-28.68703,153.60028,Entire home/apt,250,2,14,2019-04-26,0.99,1,101
23831377,"2 Private suite with AC & TV,  has own entrance...",71602443,Russell & Lily,,BYRON SHIRE COUNCIL,-28.65619,153.61494,Entire home/apt,120,1,127,2019-05-25,8.99,4,72
23831740,1 Tropical hide away with AC & TV next to forest .,71602443,Russell & Lily,,BYRON SHIRE COUNCIL,-28.65813,153.61484,Entire home/apt,120,1,126,2019-05-27,8.79,4,73
23831950,"Close to town , cozy room with double size bed &AC",71602443,Russell & Lily,,BYRON SHIRE COUNCIL,-28.65756,153.61528,Private room,85,1,56,2018-10-30,3.97,4,12
23832120,"A Cumfy Queen size bed, with ground floor veranda",71602443,Russell & Lily,,BYRON SHIRE COUNCIL,-28.65658,153.61493,Private room,90,1,78,2019-04-27,5.53,4,70
23834424,Light single Rm in Lge Comfy Home 4minDve 2 Lennox,13792016,Marilane,,BALLINA SHIRE COUNCIL,-28.81111,153.58167,Private room,150,2,15,2019-01-25,1.06,1,365
