id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14673143,Simplicity Private Cabin on 16acres,23089510,Simone,,LISMORE CITY COUNCIL,-28.65273,153.3741,Private room,100,1,26,2018-01-09,0.80,1,0
14691440,"Bangalow B & B 
Dog friendly",91356413,Philippa,,BYRON SHIRE COUNCIL,-28.68368,153.52391,Entire home/apt,150,2,57,2019-05-25,1.95,1,279
14715248,Morag's. Spacious room and a great breakfast.,10881779,Morag,,BYRON SHIRE COUNCIL,-28.55862,153.46964,Private room,75,1,62,2019-04-23,1.87,1,79
14715443,MAN3303/04 KINGSCLIFF RESORT APARTMENT,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27906,153.57839,Entire home/apt,195,3,41,2019-05-25,1.24,36,298
14719196,Retro Caravan - Pet Friendly,79943649,Rick,,TWEED SHIRE COUNCIL,-28.29559,153.52345,Entire home/apt,100,2,6,2019-04-22,0.26,3,363
14734518,Edenmore by the Beach,91772105,Colleen & Leon,,BYRON SHIRE COUNCIL,-28.51997,153.54447,Entire home/apt,90,1,82,2019-04-25,2.57,4,147
14750595,Luxury Room in Retreat-Home w Epic Mountain Views!,3732727,Tahnee,,TWEED SHIRE COUNCIL,-28.4546,153.46243,Private room,90,1,16,2019-04-23,1.01,1,54
14774995,The Shack Byron Bay,92202160,Jimmy & Chelsea,,BYRON SHIRE COUNCIL,-28.65274,153.61733,Entire home/apt,396,2,82,2019-05-19,2.55,1,229
14775288,Tropical Hideaway,1945949,Klara,,BYRON SHIRE COUNCIL,-28.55658,153.48913,Entire home/apt,300,7,5,2019-01-05,0.17,1,49
14788143,Fairlight - Tweed Coast Holidays ®,91928999,Tammy,,TWEED SHIRE COUNCIL,-28.38105,153.56984,Entire home/apt,699,2,2,2018-10-01,0.19,6,351
14790877,The SALT at Bask & Stow: a luxe suite in Byron Bay,49515187,Maria,,BYRON SHIRE COUNCIL,-28.64818,153.61972,Entire home/apt,280,2,133,2019-05-24,4.00,6,314
14808498,Tweed/Coolangatta waterfront rm near airport/beach,18823595,Marilee,,TWEED SHIRE COUNCIL,-28.20038,153.51241,Private room,61,1,92,2019-04-06,2.76,2,61
14810562,Wattai at Wategos Beach,20147749,Johanna,,BYRON SHIRE COUNCIL,-28.6387,153.63251,Entire home/apt,575,2,41,2019-04-22,1.29,1,173
14826427,Mt Warning Forest Hideaway Large Spa Suite,92715792,Mt Warning Forest Hideaway,,TWEED SHIRE COUNCIL,-28.43713,153.24538,Private room,199,2,2,2017-10-14,0.10,4,171
14863523,Granny flat in sunny Yamba.,58289007,Kate,,CLARENCE VALLEY COUNCIL,-29.43653,153.34161,Entire home/apt,79,2,84,2019-04-27,2.58,1,84
14864104,2bedroom unit rainbow bay volleyball com games,28660817,Peta,,TWEED SHIRE COUNCIL,-28.16835,153.54764,Entire home/apt,100,7,0,,,1,365
14875226,"The Dairy, Tooheys Mill Farm",5874854,Michael,,BALLINA SHIRE COUNCIL,-28.76278,153.47492,Entire home/apt,150,2,122,2019-05-26,3.80,2,297
14876572,Byron Moon - Right across from Belongil Beach!,15944584,Judy,,BYRON SHIRE COUNCIL,-28.63543,153.60057,Entire home/apt,752,3,21,2019-05-12,0.67,4,249
14886778,Lennox Head Luxury,25247635,Steve,,BALLINA SHIRE COUNCIL,-28.80643,153.58903,Entire home/apt,900,7,0,,,1,358
14888602,Lovely 3 bedroom Central Country Cottage,50846079,Julie,,BYRON SHIRE COUNCIL,-28.55352,153.50113,Entire home/apt,300,2,7,2019-04-22,0.22,1,50
14889779,Escape to a quiet secluded gorgeous,19994840,Stanley,,LISMORE CITY COUNCIL,-28.81648,153.32132,Private room,53,1,2,2018-01-02,0.07,1,0
14891189,"Comfy B&B Room. QueenBed, Own Bathroom & Amenities",47441375,Laurie & Malena,,BALLINA SHIRE COUNCIL,-28.80171,153.58477,Private room,51,2,94,2019-04-21,3.32,1,133
14899143,"Peaceful private, free bikes,pool ensuite, netflix",4124328,Dianne And Martin,,BYRON SHIRE COUNCIL,-28.65611,153.61898,Entire home/apt,130,1,176,2019-05-11,5.44,2,73
14901541,Kunghur Rainforest Farm,93556916,Glenn,,TWEED SHIRE COUNCIL,-28.47609,153.23622,Private room,240,1,0,,,2,56
14901946,Byron@Belongil Beach House,10840484,Margy,,BYRON SHIRE COUNCIL,-28.63657,153.60111,Entire home/apt,991,3,10,2019-02-13,0.38,5,253
14902315,Mariner Bay Apartments - Aprt 15,27672586,Sam,,BYRON SHIRE COUNCIL,-28.6394,153.6081,Entire home/apt,315,3,13,2019-04-13,0.42,6,348
14920736,Byron Beachside Apartment,29340136,Nicola,,BYRON SHIRE COUNCIL,-28.64376,153.62634,Private room,150,2,75,2019-04-07,2.36,2,0
14920944,Waterfront Home|3BR| Sleeps 8| Private Jetty| Pool,62367266,Tram,,TWEED SHIRE COUNCIL,-28.19851,153.50714,Entire home/apt,179,2,75,2019-05-18,2.47,1,328
14924690,Serendipity,12561290,Kelly,,BYRON SHIRE COUNCIL,-28.54066,153.54726,Entire home/apt,90,2,101,2019-05-27,3.30,3,152
14933689,Luxurious Oasis Across The Road From The Beach,61004109,Larry,,BYRON SHIRE COUNCIL,-28.49652,153.54951,Entire home/apt,544,3,13,2019-04-23,0.40,1,103
14934128,Eclectic Contemporary Home in Tropical Paradise,24025464,Jax,,BYRON SHIRE COUNCIL,-28.64431,153.55732,Entire home/apt,349,5,16,2019-04-23,0.54,1,179
14942821,Just meters to beach. Shops. Restau,94012285,Woody,,BALLINA SHIRE COUNCIL,-28.79479,153.58755,Entire home/apt,140,2,58,2019-04-24,1.95,1,324
14953593,Relaxing Cottage to Unwind,94127345,Erin,,BYRON SHIRE COUNCIL,-28.51973,153.53821,Entire home/apt,349,3,5,2019-01-02,0.17,1,257
14966715,Aqua on Byron -Absolute Beachfront & Close to Town,94253279,Heather,,BYRON SHIRE COUNCIL,-28.64395,153.61688,Entire home/apt,749,3,13,2019-05-02,0.44,1,195
14967401,Kembali,16160864,Destination Byron,,BYRON SHIRE COUNCIL,-28.6409,153.60543,Entire home/apt,300,3,1,2016-11-17,0.03,33,358
14983427,Byron At Lennox,47804701,Lois,,BALLINA SHIRE COUNCIL,-28.79419,153.59218,Entire home/apt,130,3,7,2019-04-22,0.21,22,239
14985487,"Bamboo River magical, serene and private.",1898482,Tricia,,BYRON SHIRE COUNCIL,-28.54765,153.38976,Entire home/apt,300,2,53,2019-04-28,1.80,1,142
14990472,"Byron Beech Pad - Luxury Studio with Private Balcony, Views",6008652,Andrew,,BYRON SHIRE COUNCIL,-28.68876,153.6055,Entire home/apt,160,3,79,2019-05-25,5.42,1,140
14995567,Warrawong Homestead,94544320,Rob,,TWEED SHIRE COUNCIL,-28.2418,153.43956,Entire home/apt,490,1,120,2019-05-12,3.82,2,215
14995831,BYRON BAY GLAMPING.....Luxury Lotus Belle Tent,93977684,Mira,,BYRON SHIRE COUNCIL,-28.62763,153.52719,Entire home/apt,75,60,0,,,1,365
14995983,"Tranquil oasis near Uki, overlooking Mt Warning",1979760,Madeleine,,TWEED SHIRE COUNCIL,-28.42253,153.3489,Private room,95,1,3,2018-10-01,0.10,1,365
14997146,North Byron Private Wilderness Beach Nature Park,94287175,Gary,,TWEED SHIRE COUNCIL,-28.47258,153.53611,Private room,77,1,11,2019-03-30,0.43,1,156
15014688,Guest House- Close to Beach,64821232,Briarley,,TWEED SHIRE COUNCIL,-28.2876,153.5714,Entire home/apt,170,2,67,2019-02-02,2.07,2,0
15032616,Byron Bay Beach Haven 1 Bedroom Apartment,56014543,Mark & Jenny,,BYRON SHIRE COUNCIL,-28.63959,153.60795,Entire home/apt,199,2,34,2019-04-23,1.13,4,327
15043838,Kyogle Cottage Stay.. Pet friendly on approval,1960973,Raeanne,,KYOGLE COUNCIL,-28.61704,152.98278,Private room,65,1,14,2019-03-02,0.43,1,3
15057422,Home away from home!,95190484,Nicole,,BYRON SHIRE COUNCIL,-28.52766,153.5456,Entire home/apt,599,2,3,2019-04-21,0.10,1,358
15057782,Cozy Queen Bedroom beach location,7160830,Ashley,,BYRON SHIRE COUNCIL,-28.68567,153.6101,Private room,75,1,86,2019-05-19,2.63,1,89
15062417,Beautiful & Rustic Byron Bay,25660599,Cartia,,BYRON SHIRE COUNCIL,-28.66322,153.61387,Private room,90,7,1,2016-09-29,0.03,1,0
15063408,Little yellow apartment,51355711,Tina,,BYRON SHIRE COUNCIL,-28.54913,153.49699,Entire home/apt,79,1,16,2019-05-06,0.52,2,268
15075387,Baleen Luxury Loft,6229950,Jo-Anne,,BYRON SHIRE COUNCIL,-28.65373,153.61803,Entire home/apt,250,2,44,2019-04-12,1.36,2,248
15087022,Huge 5 Bedroom Beautiful Beach House,56778530,Lynda,,TWEED SHIRE COUNCIL,-28.29581,153.57314,Entire home/apt,749,7,6,2018-01-11,0.20,1,176
15089114,Balinesk villa with Yurt outskirts of Mullumbimby,21382893,Arion,,BYRON SHIRE COUNCIL,-28.58021,153.452,Entire home/apt,56,3,3,2019-04-26,0.10,1,358
15091598,"Studio Suffolk Park, The Love shack",2412398,Leeorah,,BYRON SHIRE COUNCIL,-28.68608,153.6123,Entire home/apt,90,1,310,2019-05-25,9.52,3,79
15100022,1966 Day Dream,89436508,Athena,,CLARENCE VALLEY COUNCIL,-29.47551,153.34907,Entire home/apt,58,2,0,,,2,362
15100558,Self contained private studio,86384908,Kaye,,BYRON SHIRE COUNCIL,-28.63504,153.58775,Entire home/apt,100,1,136,2019-05-25,4.19,1,348
15103461,Poppy's Cottage - 15 min flat walk to town!,38797940,Kate,,BYRON SHIRE COUNCIL,-28.65973,153.61507,Entire home/apt,400,4,6,2019-01-17,0.21,1,37
15118179,South Seas !..,92235632,Tony,,CLARENCE VALLEY COUNCIL,-29.47942,153.34017,Entire home/apt,120,2,63,2019-04-26,2.02,1,154
15133946,Best Location In Byron Bay!!!!,31376764,Mark,,BYRON SHIRE COUNCIL,-28.64606,153.6152,Private room,69,1,173,2019-05-25,7.77,3,84
15134378,Mariner Bay Apartments - Apartment 6,27672586,Sam,,BYRON SHIRE COUNCIL,-28.63918,153.60824,Entire home/apt,274,3,0,,,6,343
15148058,Comfortable relaxing peaceful space,69284049,Michelle,,CLARENCE VALLEY COUNCIL,-29.35363,153.28357,Entire home/apt,157,2,16,2019-04-19,0.55,2,47
15167432,Rural property 15min drive to Byron or Brunswick,30566702,Amanda,,BYRON SHIRE COUNCIL,-28.60338,153.52356,Private room,51,1,14,2018-01-07,0.45,2,0
15170788,Country house in Byron hills,38150294,Corinne,,BYRON SHIRE COUNCIL,-28.72376,153.47275,Entire home/apt,581,5,1,2017-01-02,0.03,1,362
15181680,Afternoon Siesta,47804701,Lois,,BALLINA SHIRE COUNCIL,-28.79777,153.59488,Entire home/apt,120,3,7,2019-01-04,0.29,22,337
15182001,Edenmore Green,91772105,Colleen & Leon,,BYRON SHIRE COUNCIL,-28.51777,153.54451,Private room,90,1,1,2018-11-27,0.16,4,145
15182165,Edenmore Red,91772105,Colleen & Leon,,BYRON SHIRE COUNCIL,-28.51853,153.54611,Private room,90,1,4,2019-02-24,0.15,4,145
15182478,East Ballina Beach House,47804701,Lois,,BALLINA SHIRE COUNCIL,-28.85942,153.59266,Entire home/apt,100,2,7,2019-02-23,0.22,22,299
15182895,Casuarina Cove Beach House - Free WiFi,47804701,Lois,,BALLINA SHIRE COUNCIL,-28.87066,153.58808,Entire home/apt,150,3,8,2019-04-17,0.25,22,139
15194895,Scenic Retreat,96480997,Anna,,TWEED SHIRE COUNCIL,-28.21313,153.49009,Entire home/apt,209,2,4,2019-01-03,0.14,1,362
15195103,The Byron Hinterland Escape,4798272,Daniel,,BYRON SHIRE COUNCIL,-28.61486,153.44128,Entire home/apt,199,4,52,2019-05-17,1.65,2,101
15197518,Family Abode Double Story With Bikes,29248371,Jayce,,BYRON SHIRE COUNCIL,-28.68821,153.60133,Entire home/apt,199,3,49,2019-05-15,1.62,2,323
15198814,Narisa House,31708684,Rebecca,,BYRON SHIRE COUNCIL,-28.51462,153.54992,Entire home/apt,199,2,29,2019-04-25,1.04,3,245
15212300,Awesome Shack across from the water,62602700,Sonya,,CLARENCE VALLEY COUNCIL,-29.43544,153.34337,Entire home/apt,150,3,2,2017-01-06,0.07,1,0
15212325,"Farmhouse loft, self-contained near Nimbin/Lismore",95818543,Andrea & Frank,,LISMORE CITY COUNCIL,-28.72257,153.21603,Entire home/apt,110,1,48,2019-05-04,1.49,1,330
15221109,CABRITA PALMS ~ Private~Peaceful~Clean~Cosy,96727257,Dave,,TWEED SHIRE COUNCIL,-28.33955,153.56726,Private room,69,1,121,2019-02-13,3.74,1,270
15222315,A sanctuary on top of the hill....,8065269,Tara,,BYRON SHIRE COUNCIL,-28.52001,153.54222,Entire home/apt,400,5,5,2019-04-22,0.19,1,347
15223035,Byron Shire Beach Front Shack-large double bedroom,96747234,Enriqueta,,BYRON SHIRE COUNCIL,-28.50828,153.55136,Private room,339,3,0,,,2,365
15236071,Fern Beach House - Byron Bay Gazing,9972637,Dianne,,BYRON SHIRE COUNCIL,-28.49168,153.54997,Entire home/apt,199,1,91,2019-05-27,2.86,1,340
15238388,"Queen bed on river near airport/beach, great views",18823595,Marilee,,TWEED SHIRE COUNCIL,-28.19892,153.51195,Private room,45,1,109,2019-05-22,3.39,2,77
15244154,Contemporary eco home overlooking the rainforest,27024119,Rachel,,BYRON SHIRE COUNCIL,-28.61456,153.42543,Entire home/apt,349,7,3,2019-01-05,0.11,1,109
15257359,Pacifico Newrybar,97044746,Caleena,,BALLINA SHIRE COUNCIL,-28.72755,153.54361,Entire home/apt,650,3,30,2019-03-03,1.03,1,289
15261324,Perfect Beachside Mini-Break - Private Room.,7327771,Lucy,,BYRON SHIRE COUNCIL,-28.63853,153.58788,Private room,75,2,36,2019-05-28,1.13,2,81
15270521,Beachside oasis,20991669,Bianca,,BYRON SHIRE COUNCIL,-28.69524,153.60967,Private room,120,2,2,2019-04-20,0.07,1,88
15276632,The Ritz- apartment heart of Yamba opposite river,97057998,Joan,,CLARENCE VALLEY COUNCIL,-29.43618,153.36049,Entire home/apt,295,2,31,2019-04-27,1.06,1,323
15322007,Bathhouse Suite Newrybar Byron Bay Hinterland,9138815,Bathhouse,,BALLINA SHIRE COUNCIL,-28.72067,153.52981,Entire home/apt,195,1,17,2019-05-23,0.56,4,156
15326726,Living the dream!,21693969,Mel,,TWEED SHIRE COUNCIL,-28.3719,153.55584,Entire home/apt,211,3,2,2017-01-05,0.07,1,0
15327000,Havens Hideaway - Private Retreat,46995278,Laura,,TWEED SHIRE COUNCIL,-28.44842,153.46374,Entire home/apt,120,3,41,2019-01-20,1.44,1,27
15346009,Beachside for Sunrise @ Lennox Head,28116620,Kate,,BALLINA SHIRE COUNCIL,-28.79712,153.59514,Entire home/apt,209,5,5,2018-08-06,0.16,1,159
15346379,Villa Byron,28037864,Andrew,,BYRON SHIRE COUNCIL,-28.64476,153.55489,Entire home/apt,700,3,4,2019-02-17,0.13,2,318
15349193,Aqua Soleil Loft Apartment,97893040,Gina,,BYRON SHIRE COUNCIL,-28.63814,153.603,Entire home/apt,274,2,9,2019-05-26,0.33,1,346
15362855,Durranbah Bush Retreat,1874807,Brian,,CLARENCE VALLEY COUNCIL,-29.60722,152.64289,Private room,61,1,16,2019-04-23,0.50,1,365
15363891,"Coorabell House, panoramic views Byron hinterland",16554357,Nikki,,BYRON SHIRE COUNCIL,-28.64701,153.49856,Entire home/apt,500,3,34,2019-04-21,1.10,1,297
15401817,Sunny cottage in Brunswick Heads,28941078,Priscylla,,BYRON SHIRE COUNCIL,-28.57329,153.53758,Entire home/apt,120,2,2,2017-01-03,0.07,3,0
15415819,Stylish and relaxed modern family retreat,61728000,Maggie,,BYRON SHIRE COUNCIL,-28.64958,153.55812,Entire home/apt,700,7,5,2019-04-22,0.29,1,60
15416172,Relax || Extra large double room-private ensuite,5284442,Samaya,,BYRON SHIRE COUNCIL,-28.66081,153.61089,Private room,90,2,13,2019-04-22,1.21,6,226
15416986,Pacifique on Pacific Byron Bay ~ European Luxury ~,98785518,Pacifique,,BYRON SHIRE COUNCIL,-28.65668,153.62099,Entire home/apt,1651,2,14,2018-12-15,0.48,1,351
15424274,"Comfy self contained cabin, hidden in the hills",4570177,Ben,,LISMORE CITY COUNCIL,-28.77738,153.43802,Entire home/apt,120,1,85,2019-05-20,2.66,1,62
15437004,The Mustard Cottage,98987449,Penelope,,LISMORE CITY COUNCIL,-28.81683,153.27383,Private room,55,1,144,2019-05-26,4.71,1,333
15437061,light & quiet unit in lennox head,1640440,Erin,,BALLINA SHIRE COUNCIL,-28.79574,153.59136,Entire home/apt,349,7,7,2019-04-22,0.24,1,362
15437204,Byron Studio - self contained space in Byron Bay,52036212,Heather,,BYRON SHIRE COUNCIL,-28.65686,153.62086,Entire home/apt,181,2,53,2019-05-27,1.71,2,124
15441281,Edenmore Blue,91772105,Colleen & Leon,,BYRON SHIRE COUNCIL,-28.5186,153.54439,Private room,90,1,0,,,4,145
15455461,"Byron@Belongil - Apartment 1
1 Bedroom",10840484,Margy,,BYRON SHIRE COUNCIL,-28.63704,153.60033,Entire home/apt,250,2,26,2019-04-24,0.99,5,231
15457798,Private Room in our Farmhouse by the Beach,548044,Sam,,TWEED SHIRE COUNCIL,-28.40729,153.53278,Private room,61,2,2,2016-12-14,0.06,1,176
15466221,Poolside Cabin with 2 Person Bath,30133315,Cepia,,BYRON SHIRE COUNCIL,-28.54194,153.5012,Entire home/apt,120,2,99,2019-05-15,3.20,1,98
15470066,Middle Earth Cottage,94544320,Rob,,TWEED SHIRE COUNCIL,-28.24015,153.43904,Entire home/apt,157,2,16,2019-05-11,0.93,2,258
15473801,East Ballina House peaceful and quiet,99316967,Deborah,,BALLINA SHIRE COUNCIL,-28.86202,153.57808,Private room,65,2,17,2019-04-21,0.55,1,161
15487882,Cloud Temple Rainforest Retreat,68989524,Lex,,BYRON SHIRE COUNCIL,-28.57296,153.43823,Entire home/apt,240,2,30,2018-07-25,0.94,2,123
15499500,"Murwillumbah+ Mt Warning, cosy & clean incl b'fast",61910737,Elizabeth,,TWEED SHIRE COUNCIL,-28.33628,153.36183,Private room,59,1,168,2019-05-27,5.40,1,82
15500201,At the Beach,47804701,Lois,,BALLINA SHIRE COUNCIL,-28.78713,153.59402,Entire home/apt,140,3,11,2019-01-26,0.36,22,258
15503338,Industrial Apartment Byron Bay,10739386,Damien,,BYRON SHIRE COUNCIL,-28.65923,153.61542,Entire home/apt,130,2,138,2019-05-26,4.51,2,144
15515951,Magic Dream near Byron Bay,50028306,Sacha&Julia,,BALLINA SHIRE COUNCIL,-28.80509,153.59447,Entire home/apt,250,5,3,2019-04-22,0.10,2,365
15522085,"Aqua View Beachside retreat
Ocean Bedroom views",35238232,Rhiannon,,TWEED SHIRE COUNCIL,-28.25921,153.57774,Entire home/apt,225,3,35,2019-02-03,1.19,2,27
15524234,The Byron Bus (close to town),44960842,Sandra,,BYRON SHIRE COUNCIL,-28.62333,153.53183,Entire home/apt,134,1,136,2019-05-28,4.36,1,243
15525020,Pottsville Beach House,99822022,Simone,,TWEED SHIRE COUNCIL,-28.38383,153.56967,Entire home/apt,749,2,3,2019-04-22,0.18,1,0
15525749,Villa Byron with guest house,28037864,Andrew,,BYRON SHIRE COUNCIL,-28.64567,153.55612,Entire home/apt,999,3,11,2019-04-25,0.43,2,298
15527674,"River/Beach House, close to festivals and Byron!",99851678,Captain Barry,,BYRON SHIRE COUNCIL,-28.51306,153.54991,Entire home/apt,300,7,15,2019-04-23,0.49,1,224
15536720,The Sands Resort Unit 20,43822888,Angela,,CLARENCE VALLEY COUNCIL,-29.44512,153.36454,Entire home/apt,240,2,4,2018-04-06,0.15,5,149
15537259,Central King room & private ensuite with views!,81996220,Natalie,,BYRON SHIRE COUNCIL,-28.6483,153.61988,Private room,120,2,146,2019-05-21,4.64,1,84
15553530,Pacific Coral - tranquil 2BR house near the river,8273040,Lisa,,BYRON SHIRE COUNCIL,-28.55738,153.54499,Entire home/apt,250,3,6,2019-01-10,0.23,1,0
15556478,Lovely space close to marina & town. Boats welcome,65173252,Kara,,CLARENCE VALLEY COUNCIL,-29.43563,153.34071,Entire home/apt,120,1,37,2019-05-26,4.59,1,239
15556717,Architect's home in Byron Hinterland,62701158,Julie,,BYRON SHIRE COUNCIL,-28.64865,153.45448,Entire home/apt,390,5,3,2019-04-23,0.10,2,148
15556754,Kingscliff Beach House,21665012,Amy,,TWEED SHIRE COUNCIL,-28.26455,153.5784,Entire home/apt,500,7,0,,,1,180
15563900,Maclean  Lawrence,27811155,Greg,,CLARENCE VALLEY COUNCIL,-29.49174,153.111,Private room,52,1,25,2019-02-13,0.83,1,327
15565575,A PERFECT STAY - Cactus Rose Villa,1649158,A Perfect Stay,,BYRON SHIRE COUNCIL,-28.65015,153.61392,Entire home/apt,378,2,38,2019-04-14,1.22,114,180
15572090,Beautiful Country  home walking distance to town,71244763,Juliet,,BYRON SHIRE COUNCIL,-28.54908,153.50455,Entire home/apt,300,7,4,2019-04-23,0.23,3,166
15590029,"Pet Friendly, Walk distance to the Beach House",62986858,Andrew,,TWEED SHIRE COUNCIL,-28.28896,153.57378,Entire home/apt,721,10,3,2017-01-21,0.10,1,119
15591621,Hillside Hideaway,25477453,Andia,,TWEED SHIRE COUNCIL,-28.35122,153.38956,Entire home/apt,79,2,58,2019-05-11,1.86,1,79
15592149,*WINTER ONLY Price* SENSATIONAL VIEWS-Resort Home,49738941,Vicki,,TWEED SHIRE COUNCIL,-28.24805,153.50234,Entire home/apt,851,2,2,2019-05-23,2,2,154
15602730,The Treehouse Vista,45621388,Adrian & Annalyse,,BYRON SHIRE COUNCIL,-28.51934,153.53268,Entire home/apt,500,4,9,2019-04-22,0.31,1,360
15603194,Offering 1 bedroom in funky rainforest house,1965143,Johannes,,BYRON SHIRE COUNCIL,-28.55714,153.39055,Private room,100,2,2,2018-04-03,0.08,1,84
15620588,Bright room in beautiful Lilli Pilli house,4433937,Luise,,BYRON SHIRE COUNCIL,-28.66318,153.61188,Private room,126,1,10,2019-04-22,0.32,1,0
15621326,Our Byron House,100704758,Gai,,BYRON SHIRE COUNCIL,-28.63061,153.58449,Entire home/apt,500,2,32,2019-03-31,1.03,1,280
15633114,Byron Hills Apartment,47702,Michael,,BYRON SHIRE COUNCIL,-28.67987,153.603,Entire home/apt,250,1,19,2019-02-09,0.61,2,177
15635108,BEACH HOUSE IN PARADISE,72043027,Lotte,,BYRON SHIRE COUNCIL,-28.49748,153.55049,Entire home/apt,400,4,6,2019-01-04,0.20,2,86
15635871,"Avocado Studio Cottage, Byron Bay",100835322,Jann,,BYRON SHIRE COUNCIL,-28.64237,153.55416,Entire home/apt,144,2,15,2019-04-27,0.54,3,128
15647660,MAN4120 2 BEDROOM BEACHFRONT APARTMENT,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27763,153.57814,Entire home/apt,195,3,28,2019-05-20,0.97,36,299
15648265,Caba Palms Beach House,27394197,Carmel,,TWEED SHIRE COUNCIL,-28.33338,153.56851,Entire home/apt,245,2,55,2019-05-15,1.82,1,115
15648422,MAN7304 SUNNY AND BRIGHT RESORT APARTMENT,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27743,153.57651,Entire home/apt,219,3,28,2019-05-04,0.97,36,268
15648894,PEP6108RESORT APARTMENT WITH SECLUDED PLUNGE POOL,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27706,153.5777,Entire home/apt,256,3,17,2019-04-26,0.58,36,282
15648925,DELUXE APARTMENT WITH PLUNGE POOL PEP6102,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27543,153.57747,Entire home/apt,256,2,29,2019-04-27,1.13,36,296
15649108,PEP6114 RESORT APARTMENT WITH PRIVATE PLUNGE POOL,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27543,153.57763,Private room,256,3,16,2019-04-26,0.55,36,279
15649511,PEP2304 3 BEDROOM DELUXE SPA SUITE,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27492,153.57622,Entire home/apt,284,3,29,2019-04-22,0.98,36,286
15649583,PEP4304 ONE BEDROOM SPA SUITE,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27679,153.57743,Entire home/apt,266,3,47,2019-05-06,1.57,36,247
15651269,Quiet & Serene...short drive to Byron,2411874,Kathryn,,BYRON SHIRE COUNCIL,-28.52868,153.54564,Entire home/apt,191,1,19,2019-03-10,0.66,3,266
15662281,BAL1106 TWO BEDROOM DELUXE SUITE,14817888,Janene,,TWEED SHIRE COUNCIL,-28.2763,153.57688,Entire home/apt,274,2,16,2019-05-12,0.79,36,257
15662450,BAL1316 TWO BEDROOM SPA SUITE,14817888,Janene,,TWEED SHIRE COUNCIL,-28.2772,153.57711,Entire home/apt,256,2,17,2019-01-08,0.63,36,290
15662697,BALE 1310 THREE BEDROOM SPA SUITE,14817888,Janene,,TWEED SHIRE COUNCIL,-28.27649,153.57605,Entire home/apt,349,3,17,2019-04-14,0.60,36,243
15663281,"HIDDEN VALLEY GUESTHOUSE, BYRON BAY",22472726,Naomi,,BYRON SHIRE COUNCIL,-28.68942,153.58481,Entire home/apt,400,2,116,2019-05-27,3.75,1,323
15663920,Tropic of Bangalow - Byron Hinterland,101135498,Isaac,,BYRON SHIRE COUNCIL,-28.69268,153.51419,Entire home/apt,851,5,6,2019-04-26,0.23,1,111
15664957,Garden Retreat,3722119,Suzette & Brian,,BYRON SHIRE COUNCIL,-28.65379,153.61581,Private room,77,1,105,2019-05-14,4.00,5,150
15678799,Kingscliff Penthouse Beach Apartment,17987269,Meralyn,,TWEED SHIRE COUNCIL,-28.25581,153.57937,Entire home/apt,451,7,1,2017-12-29,0.06,1,0
15688767,"Funky, Modern & Private Studio",31641934,Kate & Matthias,,BYRON SHIRE COUNCIL,-28.63603,153.58011,Entire home/apt,199,2,5,2019-04-26,1.01,1,87
15693846,Byron shire self contained cabin-MULBERRY MADNESS,101312344,Natan,,BYRON SHIRE COUNCIL,-28.56044,153.49036,Entire home/apt,110,2,61,2019-01-08,1.98,1,0
15697370,Central Kingsley St Beach House,119329,Temple Retreats,,BYRON SHIRE COUNCIL,-28.64957,153.61697,Entire home/apt,1350,5,0,,,46,365
15708418,Gather at Byron,28843772,Julie,,BYRON SHIRE COUNCIL,-28.6611,153.61604,Entire home/apt,485,2,79,2019-01-06,2.59,1,0
15721606,Sun Filled Abode - Summer Haven,21359121,Dawn,,TWEED SHIRE COUNCIL,-28.37538,153.56105,Entire home/apt,400,2,3,2017-04-16,0.10,1,0
15723175,The Palms at Byron Bay .,39180315,Orla,,BYRON SHIRE COUNCIL,-28.64848,153.56176,Entire home/apt,950,7,2,2018-12-29,0.12,1,113
15734931,By the Ocean - Beach Lifestyle for Your Holidays,101668443,Patrick,,TWEED SHIRE COUNCIL,-28.16868,153.54258,Entire home/apt,248,2,2,2018-01-02,0.07,2,0
15738014,"Stellar Unit, Surreal Surroundings",101668443,Patrick,,TWEED SHIRE COUNCIL,-28.17191,153.54427,Private room,69,1,17,2017-03-14,0.54,2,0
15738034,Private 1 bedroom house,43055618,Lucas,,BYRON SHIRE COUNCIL,-28.68484,153.60439,Entire home/apt,110,1,35,2018-03-13,1.12,1,0
15743731,"Great family house with pool, 5 mins from beach",83869850,Luke,,BALLINA SHIRE COUNCIL,-28.81759,153.59538,Entire home/apt,105,5,2,2017-05-04,0.07,1,0
15743774,Beatnik chic by the beach,8442302,Lucy,,BALLINA SHIRE COUNCIL,-28.86217,153.59439,Entire home/apt,150,1,68,2019-05-26,2.31,2,325
